t,global_x,global_y
12.99,4.358,29.994
13,4.303,29.994
13.01,4.247,29.994
13.02,4.192,29.994
13.03,4.137,29.994
13.04,4.082,29.994
13.05,4.027,29.994
13.06,3.972,29.994
13.07,3.917,29.994
13.08,3.862,29.994
13.09,3.807,29.994
13.1,3.751,29.994
13.11,3.695,29.994
13.12,3.639,29.994
13.13,3.583,29.993
13.14,3.526,29.993
13.15,3.469,29.993
13.16,3.412,29.993
13.17,3.354,29.993
13.18,3.297,29.993
13.19,3.239,29.993
13.2,3.181,29.993
13.21,3.122,29.993
13.22,3.064,29.994
13.23,3.005,29.994
13.24,2.946,29.994
13.25,2.887,29.994
13.26,2.828,29.994
13.27,2.769,29.994
13.28,2.71,29.994
13.29,2.651,29.994
13.3,2.592,29.994
13.31,2.533,29.994
13.32,2.474,29.995
13.33,2.415,29.995
13.34,2.357,29.995
13.35,2.298,29.995
13.36,2.239,29.995
13.37,2.181,29.995
13.38,2.122,29.995
13.39,2.064,29.996
13.4,2.006,29.996
13.41,1.947,29.996
13.42,1.889,29.996
13.43,1.832,29.996
13.44,1.774,29.996
13.45,1.716,29.996
13.46,1.659,29.996
13.47,1.602,29.997
13.48,1.544,29.997
13.49,1.487,29.997
13.5,1.43,29.997
13.51,1.374,29.997
13.52,1.317,29.997
13.53,1.26,29.997
13.54,1.204,29.997
13.55,1.147,29.997
13.56,1.091,29.997
13.57,1.035,29.997
13.58,0.979,29.997
13.59,0.923,29.997
13.6,0.867,29.997
13.61,0.811,29.997
13.62,0.755,29.997
13.63,0.7,29.997
13.64,0.644,29.996
13.65,0.588,29.996
13.66,0.533,29.996
13.67,0.477,29.996
13.68,0.422,29.996
13.69,0.367,29.996
13.7,0.311,29.996
13.71,0.256,29.996
13.72,0.201,29.996
13.73,0.145,29.996
13.74,0.09,29.996
13.75,0.034,29.996
13.76,-0.022,29.996
13.77,-0.078,29.996
13.78,-0.134,29.996
13.79,-0.191,29.996
13.8,-0.248,29.996
13.81,-0.305,29.996
13.82,-0.362,29.996
13.83,-0.419,29.996
13.84,-0.477,29.996
13.85,-0.535,29.996
13.86,-0.593,29.996
13.87,-0.651,29.996
13.88,-0.709,29.996
13.89,-0.767,29.996
13.9,-0.825,29.996
13.91,-0.884,29.996
